ref,gi|223994279|ref|XP_002286823.1|;gi|220978138|gb|EED96464.1|,100,100,1,0,350,0,0,46,1095,16,365,0,612
ref,gi|397580775|gb|EJK51701.1|,35.802,58.02,1,0,324,192,7,115,1080,10,319,3.28E-29,131
ref,gi|302830608|ref|XP_002946870.1|;gi|300267914|gb|EFJ52096.1|,31.183,44.89,1,0,372,201,10,70,1086,14,363,1.96E-13,80.9
ref,gi|696992106|ref|XP_009563249.1|,28.969,50.42,1,0,359,219,12,82,1086,15,361,6.08E-12,76.6
ref,gi|676378327|ref|XP_009032442.1|;gi|323456936|gb|EGB12802.1|,30.352,45.8,1,0,369,217,15,52,1095,23,372,2.27E-11,74.7
ref,gi|699646998|ref|XP_009895521.1|,28.611,49.17,1,0,360,219,12,82,1086,14,360,5.18E-11,73.6
ref,gi|705666574|ref|XP_010129130.1|,28.212,49.44,1,0,358,223,11,82,1086,1,347,1.30E-10,72.4
ref,gi|147899097|ref|NP_001089773.1|;gi|77748163|gb|AAI06536.1|,27.298,47.91,1,0,359,225,10,82,1086,29,375,2.70E-10,71.6
ref,gi|6979560|gb|AAF34539.1|AF196576_1,29.032,45.43,1,0,372,209,10,70,1086,14,363,2.77E-10,71.6
ref,gi|159490594|ref|XP_001703258.1|;gi|6979562|gb|AAF34540.1|AF196577_1;gi|158280182|gb|EDP05940.1|,29.032,45.43,1,0,372,209,10,70,1086,14,363,2.77E-10,71.6
ref,gi|551648032|ref|XP_005826799.1|;gi|428170898|gb|EKX39819.1|,30.347,50.87,1,0,346,192,10,67,993,3,336,6.44E-10,70.5
ref,gi|847153565|ref|XP_012823575.1|;gi|847153568|ref|XP_012823576.1|;gi|847153572|ref|XP_012823577.1|;gi|847153575|ref|XP_012823578.1|,27.933,46.37,1,0,358,224,9,82,1086,29,375,9.28E-10,70.1
ref,gi|505794744|ref|XP_004606634.1|,38.514,54.73,1,0,148,73,4,49,447,18,162,1.19E-09,69.7
ref,gi|944284600|gb|KQL48247.1|,37.143,52.14,1,0,140,68,4,82,453,29,164,1.25E-09,69.7
ref,gi|213983121|ref|NP_001135700.1|;gi|197246807|gb|AAI68813.1|,27.247,47.47,1,0,356,229,9,82,1086,29,375,2.78E-09,68.6
ref,gi|663250065|ref|XP_008488481.1|,35.507,53.62,1,0,138,73,5,82,453,29,164,8.22E-09,67
ref,gi|909801441|ref|XP_013156169.1|,34.507,51.41,1,0,142,73,4,73,450,13,150,9.83E-09,67
ref,gi|514706055|ref|XP_005010118.1|,27.901,46.96,1,0,362,225,10,73,1086,28,377,9.99E-09,67
ref,gi|960958514|ref|XP_014793891.1|,28.472,48.61,1,0,288,183,8,82,894,30,311,2.16E-08,65.9
ref,gi|959038555|ref|XP_014734357.1|,35.252,49.64,1,0,139,70,4,82,450,29,163,2.39E-08,63.5
ref,gi|768368435|ref|XP_011581541.1|,35.714,50.71,1,0,140,70,4,82,453,29,164,2.67E-08,65.5
ref,gi|524897031|ref|XP_005104983.1|,35.57,52.35,1,0,149,75,5,55,450,19,163,3.49E-08,65.1
ref,gi|676388737|ref|XP_009037647.1|;gi|323451774|gb|EGB07650.1|,33.835,54.89,1,0,133,87,1,55,453,4,135,3.52E-08,65.1
ref,gi|676388737|ref|XP_009037647.1|;gi|323451774|gb|EGB07650.1|,37.209,60.47,1,0,43,22,1,712,840,222,259,4.2,40
ref,gi|873227124|emb|CEM19482.1|,37.589,56.74,1,0,141,72,4,70,456,60,196,4.13E-08,65.1
ref,gi|762123126|ref|XP_011444532.1|;gi|405963849|gb|EKC29387.1|,34.043,53.19,1,0,141,73,4,82,456,29,165,4.56E-08,64.7
ref,gi|729753758|ref|XP_010573582.1|,35.971,50.36,1,0,139,69,4,82,450,29,163,5.08E-08,64.7
ref,gi|686610501|ref|XP_009281924.1|,34.266,50.35,1,0,143,74,4,73,453,4,142,6.47E-08,64.3
ref,gi|697413962|gb|KGL74987.1|,27.901,48.34,1,0,362,225,11,73,1086,5,354,6.85E-08,64.3
ref,gi|884804155|ref|XP_012984210.1|,34.899,49.66,1,0,149,68,5,82,453,29,173,7.91E-08,64.3
ref,gi|719741123|ref|XP_010209642.1|,27.901,48.62,1,0,362,225,11,73,1086,28,377,9.80E-08,63.9
ref,gi|542147825|ref|XP_005482905.1|;gi|929443023|ref|XP_014119516.1|,34.532,49.64,1,0,139,71,4,82,450,29,163,1.15E-07,63.5
ref,gi|927173533|ref|XP_013923552.1|,37.584,53.02,1,0,149,67,6,49,438,18,159,1.61E-07,63.2
ref,gi|543737311|ref|XP_005509593.1|,28.44,48.93,1,0,327,205,10,88,1014,31,346,1.82E-07,63.2
ref,gi|449273313|gb|EMC82836.1|,28.44,48.93,1,0,327,205,10,88,1014,34,349,2.10E-07,62.8
ref,gi|929472480|ref|XP_014111509.1|,34.532,48.92,1,0,139,71,4,82,450,29,163,2.16E-07,62.8
ref,gi|221119211|ref|XP_002162341.1|,28.041,46.28,1,0,296,180,7,73,894,26,310,2.67E-07,62.4
ref,gi|326912482|ref|XP_003202579.1|,29.607,46.22,1,0,331,200,9,82,1014,29,346,3.88E-07,62
ref,gi|683926417|ref|XP_009093439.1|,34.783,48.55,1,0,138,70,4,85,450,30,163,4.64E-07,61.6
ref,gi|513160705|ref|XP_416468.3|,27.374,46.65,1,0,358,224,10,82,1083,121,466,4.92E-07,62
ref,gi|74096331|ref|NP_001027762.1|;gi|19263009|dbj|BAB85853.1|,26.012,51.16,1,0,346,234,10,55,1035,19,361,6.16E-07,61.2
ref,gi|844855416|ref|XP_012796645.1|;gi|685961244|gb|KGB36883.1|,31.884,53.62,1,0,138,74,4,85,450,30,163,6.39E-07,61.2
ref,gi|530620651|ref|XP_005299987.1|,35.57,48.32,1,0,149,76,5,55,453,20,164,6.98E-07,61.2
ref,gi|908408634|ref|XP_013065320.1|,34.559,52.21,1,0,136,75,4,82,450,29,163,8.19E-07,60.8
ref,gi|927218688|ref|XP_013841616.1|,33.784,53.38,1,0,148,80,5,49,447,18,162,1.73E-06,58.5
ref,gi|957854188|ref|XP_014676884.1|,35.252,51.08,1,0,139,78,4,73,453,26,164,1.89E-06,59.7
ref,gi|617637513|ref|XP_007530905.1|,35.135,52.03,1,0,148,78,4,49,447,18,162,1.92E-06,59.7
ref,gi|148222460|ref|NP_001088729.1|;gi|56269153|gb|AAH87382.1|,26.124,47.47,1,0,356,233,9,82,1086,29,375,2.30E-06,59.7
ref,gi|126343544|ref|XP_001372413.1|;gi|612060195|ref|XP_007506050.1|,37.931,52.41,1,0,145,72,7,49,438,18,159,2.35E-06,59.7
ref,gi|675386130|gb|KFM79027.1|,36.691,53.96,1,0,139,73,5,67,444,23,159,2.42E-06,59.3
ref,gi|817181658|ref|XP_012275995.1|,34.667,51.33,1,0,150,80,4,55,459,22,168,3.32E-06,58.9
ref,gi|936585805|ref|XP_014206591.1|,32.886,54.36,1,0,149,82,5,55,459,21,165,4.15E-06,58.9
ref,gi|350595683|ref|XP_003484156.1|;gi|545884988|ref|XP_005673704.1|,33.784,53.38,1,0,148,80,5,49,447,18,162,4.67E-06,58.5
ref,gi|148230128|ref|NP_001089716.1|;gi|77748290|gb|AAI06392.1|,33.071,49.61,1,0,254,153,7,73,792,26,276,4.72E-06,58.5
ref,gi|640776321|ref|XP_008050123.1|,35.862,53.1,1,0,145,78,5,49,447,18,159,4.72E-06,58.5
ref,gi|576694892|gb|EUB58471.1|,28.409,46.59,1,0,264,174,5,67,819,24,285,5.02E-06,58.5
ref,gi|443688064|gb|ELT90866.1|,32.394,50.7,1,0,142,82,4,67,453,24,164,9.43E-06,57.8
ref,gi|936685207|ref|XP_014220570.1|,33.553,50.66,1,0,152,77,3,55,456,23,168,1.24E-05,57.4
ref,gi|530576888|ref|XP_005282405.1|,33.333,52.08,1,0,144,80,4,49,438,18,159,1.25E-05,57.4
ref,gi|632954302|ref|XP_007892886.1|,28.743,46.71,1,0,334,205,10,73,1014,77,397,1.25E-05,57.4
ref,gi|674266130|emb|CDI98635.1|,28.409,46.21,1,0,264,174,5,67,819,24,285,1.36E-05,57
ref,gi|677117113|gb|KFP35186.1|,27.089,48.7,1,0,347,219,11,115,1086,1,336,1.41E-05,57
ref,gi|684371020|ref|XP_009163641.1|;gi|663056796|gb|KER32698.1|,36.667,56,1,0,150,75,5,49,450,18,163,1.70E-05,56.6
ref,gi|746850785|ref|XP_011055885.1|,34.437,50.99,1,0,151,79,5,55,459,23,169,1.96E-05,56.6
ref,gi|332024572|gb|EGI64770.1|,34.437,50.99,1,0,151,79,5,55,459,23,169,2.13E-05,56.6
ref,gi|524984369|ref|XP_005040164.1|,33.813,48.92,1,0,139,72,4,82,450,315,449,2.54E-05,56.6
ref,gi|327273417|ref|XP_003221477.1|,25.833,46.94,1,0,360,238,8,55,1083,19,366,3.02E-05,56.2
ref,gi|569331784|gb|ETO02003.1|,35.616,51.37,1,0,146,71,7,67,456,3,141,4.59E-05,55.5
ref,gi|751212529|ref|XP_011159043.1|,32.667,52,1,0,150,79,4,55,450,23,168,4.88E-05,55.5
ref,gi|322796170|gb|EFZ18746.1|,32.667,52,1,0,150,79,4,55,450,23,168,5.30E-05,55.1
ref,gi|193627493|ref|XP_001943220.1|,34.247,50.68,1,0,146,72,5,67,450,26,165,6.75E-05,55.1
ref,gi|695391538|ref|XP_009520056.1|;gi|348684953|gb|EGZ24768.1|,25.899,44.24,1,0,278,191,3,49,852,22,294,7.54E-05,54.7
ref,gi|602664029|ref|XP_007437638.1|,31.469,53.15,1,0,143,76,5,73,450,20,157,9.19E-05,54.7
ref,gi|557298933|ref|XP_006031717.1|;gi|944352809|ref|XP_014379167.1|,28.571,47.42,1,0,329,206,11,82,1014,21,338,9.39E-05,54.7
ref,gi|602637911|ref|XP_007425792.1|,34.932,51.37,1,0,146,75,5,49,438,18,159,1.15E-04,54.3
ref,gi|395862013|ref|XP_003803266.1|,36.054,51.7,1,0,147,78,5,49,447,18,162,1.17E-04,54.3
ref,gi|780627234|ref|XP_011684604.1|,27.844,45.81,1,0,334,209,9,55,978,23,350,1.18E-04,54.3
ref,gi|951031127|ref|XP_014461866.1|;gi|951031132|ref|XP_014461867.1|;gi|944425999|gb|KQL69479.1|,28.012,47.29,1,0,332,210,11,73,1014,24,344,1.43E-04,53.9
ref,gi|585155346|ref|XP_006730011.1|,34.483,51.03,1,0,145,83,5,49,447,18,162,1.49E-04,53.9
ref,gi|72153570|ref|XP_791229.1|,33.784,52.03,1,0,148,72,8,73,459,26,166,1.67E-04,53.9
ref,gi|671023315|ref|XP_008702479.1|,32.432,48.65,1,0,148,82,4,49,447,18,162,3.32E-04,52.8
ref,gi|926784058|ref|XP_013900503.1|;gi|761970765|gb|KIZ01484.1|,34.815,45.93,1,0,135,72,4,88,450,21,153,3.40E-04,52.4
ref,gi|923134377|ref|XP_013760654.1|;gi|906553118|gb|KNC46361.1|,40.441,52.21,1,0,136,69,4,85,456,28,163,3.52E-04,52.8
ref,gi|499035222|ref|XP_004568286.1|,33.333,58.52,1,0,135,78,6,70,450,25,155,4.65E-04,52.4
ref,gi|766931261|ref|XP_011497805.1|,34.014,48.98,1,0,147,78,5,55,450,22,164,4.78E-04,52.4
ref,gi|548383174|ref|XP_005734822.1|,33.333,57.78,1,0,135,78,6,70,450,25,155,5.17E-04,52
ref,gi|299115417|emb|CBN75582.1|,29.197,54.01,1,0,137,85,3,73,459,29,161,5.90E-04,52
ref,gi|930745448|ref|XP_005930450.2|,33.333,57.78,1,0,135,78,6,70,450,25,155,6.48E-04,52
ref,gi|183986501|gb|AAI66382.1|,30.159,50,1,0,252,163,4,73,792,26,276,6.69E-04,52
ref,gi|270005901|gb|EFA02349.1|,34.014,50.34,1,0,147,71,8,67,450,47,186,7.01E-04,52
ref,gi|829960929|ref|XP_012602085.1|,33.108,51.35,1,0,148,81,5,49,447,18,162,7.18E-04,51.6
ref,gi|642919732|ref|XP_970586.2|,34.014,50.34,1,0,147,71,8,67,450,26,165,7.21E-04,51.6
ref,gi|512826302|ref|XP_004912508.1|,30.159,50,1,0,252,163,4,73,792,26,276,7.78E-04,51.6
ref,gi|752428255|ref|XP_011232557.1|,31.081,47.97,1,0,148,84,4,49,447,18,162,8.51E-04,49.7
ref,gi|359320642|ref|XP_531699.4|,24.65,43.98,1,0,357,242,7,73,1086,25,373,8.77E-04,51.6
ref,gi|829960918|ref|XP_012602082.1|;gi|829960922|ref|XP_012602084.1|,33.108,51.35,1,0,148,81,5,49,447,18,162,8.96E-04,51.6
ref,gi|752894082|ref|XP_011265211.1|;gi|307169703|gb|EFN62279.1|,33.333,48.98,1,0,147,82,5,55,453,23,167,0.001,51.2
ref,gi|340381670|ref|XP_003389344.1|,33.117,51.3,1,0,154,84,7,46,456,14,165,0.001,51.2
ref,gi|542191625|ref|XP_005471180.1|,32.847,56.93,1,0,137,80,6,70,456,25,157,0.001,51.2
ref,gi|511924243|ref|XP_004781279.1|,32.432,48.65,1,0,148,82,4,49,447,18,162,0.001,50.8
ref,gi|591349423|ref|XP_007069257.1|,31.724,46.9,1,0,145,76,5,73,465,26,161,0.001,50.8
