3367,gi|223994279|ref|XP_002286823.1|;gi|220978138|gb|EED96464.1|,97.727,98.58,1,0,352,8,0,40,1095,14,365,0,642
3367,gi|397580775|gb|EJK51701.1|,36.336,58.86,1,0,333,196,7,88,1080,1,319,1.18E-36,153
3367,gi|696992106|ref|XP_009563249.1|,28.571,51.37,1,0,364,214,13,82,1086,15,361,1.29E-15,87
3367,gi|699646998|ref|XP_009895521.1|,28.571,48.9,1,0,364,214,11,82,1086,14,360,3.90E-15,85.5
3367,gi|705666574|ref|XP_010129130.1|,28.729,50.28,1,0,362,216,11,82,1086,1,347,9.24E-15,84.3
3367,gi|551648032|ref|XP_005826799.1|;gi|428170898|gb|EKX39819.1|,28.378,48.11,1,0,370,217,7,67,1086,3,354,1.98E-14,83.6
3367,gi|302830608|ref|XP_002946870.1|;gi|300267914|gb|EFJ52096.1|,30.789,44.74,1,0,380,192,12,70,1086,14,363,2.80E-13,80.5
3367,gi|196005059|ref|XP_002112396.1|;gi|190584437|gb|EDV24506.1|,29.05,48.04,1,0,358,225,12,73,1086,26,374,3.38E-13,80.1
3367,gi|960958514|ref|XP_014793891.1|,29.01,50.85,1,0,293,175,9,82,894,30,311,4.84E-13,79.7
3367,gi|147899097|ref|NP_001089773.1|;gi|77748163|gb|AAI06536.1|,28.333,49.17,1,0,360,220,12,82,1086,29,375,7.72E-13,79.3
3367,gi|676388737|ref|XP_009037647.1|;gi|323451774|gb|EGB07650.1|,28.06,48.66,1,0,335,202,9,55,990,4,322,8.05E-13,79
3367,gi|909801441|ref|XP_013156169.1|,29.392,50.34,1,0,296,176,9,73,894,13,297,2.69E-12,77.4
3367,gi|697413962|gb|KGL74987.1|,26.975,47.68,1,0,367,222,12,73,1086,5,354,4.01E-12,77
3367,gi|719741123|ref|XP_010209642.1|,26.975,47.68,1,0,367,222,12,73,1086,28,377,5.62E-12,76.6
3367,gi|663250065|ref|XP_008488481.1|,26.944,49.72,1,0,360,225,12,82,1086,29,375,9.74E-12,75.9
3367,gi|944284600|gb|KQL48247.1|,28.099,47.93,1,0,363,217,11,82,1086,29,375,1.01E-11,75.9
3367,gi|514706055|ref|XP_005010118.1|,26.975,47.96,1,0,367,222,11,73,1086,28,377,5.16E-11,73.9
3367,gi|676378327|ref|XP_009032442.1|;gi|323456936|gb|EGB12802.1|,28.455,44.72,1,0,369,224,15,52,1095,23,372,6.73E-11,73.6
3367,gi|847153565|ref|XP_012823575.1|;gi|847153568|ref|XP_012823576.1|;gi|847153572|ref|XP_012823577.1|;gi|847153575|ref|XP_012823578.1|,28.571,48.08,1,0,364,214,13,82,1086,29,375,8.57E-11,73.2
3367,gi|74096331|ref|NP_001027762.1|;gi|19263009|dbj|BAB85853.1|,25.344,51.79,1,0,363,246,11,55,1086,19,375,1.53E-10,72.4
3367,gi|729753758|ref|XP_010573582.1|,28.428,49.16,1,0,299,181,8,82,912,29,316,1.60E-10,72.4
3367,gi|768368435|ref|XP_011581541.1|,29.139,49.67,1,0,302,175,9,82,912,29,316,1.68E-10,72.4
3367,gi|530576888|ref|XP_005282405.1|,30.263,49.67,1,0,304,183,9,43,894,16,310,2.05E-10,72
3367,gi|213983121|ref|NP_001135700.1|;gi|197246807|gb|AAI68813.1|,28.297,48.08,1,0,364,215,13,82,1086,29,375,2.13E-10,72
3367,gi|326912482|ref|XP_003202579.1|,28.065,46.87,1,0,367,212,12,82,1086,29,375,2.27E-10,72
3367,gi|159490594|ref|XP_001703258.1|;gi|6979562|gb|AAF34540.1|AF196577_1;gi|158280182|gb|EDP05940.1|,28.763,44.35,1,0,372,214,10,70,1092,14,365,2.50E-10,71.6
3367,gi|686610501|ref|XP_009281924.1|,28.146,49.01,1,0,302,184,8,73,912,4,294,2.71E-10,71.6
3367,gi|6979560|gb|AAF34539.1|AF196576_1,28.763,44.35,1,0,372,214,10,70,1092,14,365,2.79E-10,71.6
3367,gi|221119211|ref|XP_002162341.1|,29.11,47.95,1,0,292,182,8,73,894,26,310,3.28E-10,71.2
3367,gi|505794744|ref|XP_004606634.1|,30,49.7,1,0,330,201,9,49,978,18,337,5.18E-10,70.9
3367,gi|676592149|gb|KFO79155.1|,27.479,50.71,1,0,353,210,13,115,1086,1,336,5.46E-10,70.5
3367,gi|530620651|ref|XP_005299987.1|,28.571,46.36,1,0,371,223,11,55,1086,20,375,6.68E-10,70.5
3367,gi|678197889|gb|KFV64871.1|,28.571,48.45,1,0,322,193,9,115,1014,1,307,7.92E-10,69.7
3367,gi|884804155|ref|XP_012984210.1|,27.078,47.18,1,0,373,217,12,82,1086,29,384,1.07E-09,70.1
3367,gi|513160705|ref|XP_416468.3|,26.722,47.11,1,0,363,220,11,82,1083,121,466,1.10E-09,70.1
3367,gi|927173533|ref|XP_013923552.1|,31.27,49.51,1,0,307,172,10,49,894,18,310,1.11E-09,69.7
3367,gi|677117113|gb|KFP35186.1|,27.635,49.57,1,0,351,212,11,115,1086,1,336,2.00E-09,68.9
3367,gi|557298933|ref|XP_006031717.1|;gi|944352809|ref|XP_014379167.1|,27.901,47.24,1,0,362,219,13,82,1086,21,367,3.54E-09,68.2
3367,gi|449273313|gb|EMC82836.1|,28.012,49.1,1,0,332,200,11,88,1014,34,349,6.93E-09,67.4
3367,gi|543737311|ref|XP_005509593.1|,28.012,48.8,1,0,332,200,11,88,1014,31,346,7.85E-09,67.4
3367,gi|695391538|ref|XP_009520056.1|;gi|348684953|gb|EGZ24768.1|,25.362,45.65,1,0,276,201,2,40,852,19,294,1.46E-08,66.2
3367,gi|762123126|ref|XP_011444532.1|;gi|405963849|gb|EKC29387.1|,30.35,48.64,1,0,257,150,8,82,792,29,276,1.81E-08,66.2
3367,gi|290992695|ref|XP_002678969.1|;gi|284092584|gb|EFC46225.1|,27.913,49.86,1,0,369,227,14,55,1086,19,373,2.08E-08,65.9
3367,gi|551593176|ref|XP_005780565.1|;gi|485633234|gb|EOD28136.1|,31.955,50.75,1,0,266,164,8,49,804,859,1121,2.34E-08,66.6
